text	labels
"Less technicolor and more monochromatic than its predecessor, ""In Like Flint"" still uses broad strokes to great advantage in poking fun at the Bond films.  The indomitable Derek Flint returns to save the world, this time from a bevy of beauties who simultaneously raise the ire of the world's women while replacing powerful males with surgically-altered substitutes (leading to, perhaps, the most prescient line of dialogue in any 1960s film--upon discovering that the man in the White House is not who he seems to be, a disbelieving Flint says, ""An actor as president?"").  That is, until a renegade ZOWIE general (Steve Inhat) decides it's his turn to take the reins of power.  The delightful Lee J. Cobb is back as Flint's curmudgeonly boss, Cramden, as are the secret agent's posse of female admirers, and TV's Batgirl, Yvonne Craig, even shows up as a Russian ballerina.  ""In Like Flint"" feels more grown up than the previous film, partly because the lighting and cinematography are more stark and partly because the humor is sometimes more rooted in satire than parody.  Notions like the Red Scare being a feint to the very real dangers of corruption from within and the beauty industry actually having our worst interests in mind--and charging a premium for them--are slipped in with more obvious gags involving oversized eyebrows, cross-dressing, and the bouncing sing-a-long ball.  Only the crankiest among us are likely to find the juvenile sexism of either Flint film worth comment, as it's a staple of the genre, meaning that the biggest weakness here is the same as the earlier effort:  a no-frills DVD.  "	1
Terrible movie... I really like Denzel Washington as an actor but in this movie it was very dissapointing... he is much better when he plays to be a good person that fights for justice and what is right	0
Belushi's crowning jewel perfomance in my opinion is when he played opposite Monty Python's Michael Palin as the MANLY  Captain Ned in the Miles Cowperthwaite skits. They are both absent from this DVD nor on any SNL video I can find.	0
"""The Last American Virgin"" was literally one of the worst movies I've ever seen, and that's saying a lot. It's not a surprise no one from this film went on to any sort of stardom. The writing was terrible, the acting was terrible, the direction was terrible, the pacing was terrible, the jokes were god-awful, etc. Even the girls weren't really that attractive (with the huge '80s hair and bad fashion)! I mean, what the hell was that fat, ugly, dorky girl with the glasses doing in this movie, and, even more perplexing, why was our ""hero"" trying to lay her?? And why was our ""hero"" best friends with that jerk who kept screwing him over with the girl he was in love with? They would be at each other's throats in one scene and then best friends in the next! I would say that the only redeeming quality of this movie was the soundtrack, but then they started repeating the same songs over and over again. I guess the producers ran out of money to fund the rights to extra songs. They played ""Whip It"" twice, ""Shake It Up"" at least three times, and, at last count, ""Just Once"" like five times, when ""Once"" was certainly enough. Songs that I didn't know at the beginning of the movie I  knew by heart word for word by the end. To top it all off, this movie had one of the worst, most disastrous endings I've ever seen. I can maybe understand if this was a heartfelt, coming-of-age drama, but when you're doing a mindless, teen-sex comedy, you don't end on a downer and depress the audience! After all the hell our ""hero"" goes through, he ends up driving home alone without the girl and still a virgin, and then, without any follow-up or warning, the credits start rolling! I was like, ""What the hell?""The only great thing about the movie is that I had a ball paying ""MST3K,"" only no one was around to appreciate my witty, sardonic remarks, so I'll have to reproduce them here for your pleasure: On Arguing with Your ""Best Friend"" Over the ""Love of Your Life"":""Hey, I stalked her first!"" On Sparking Up a Romance with Said Girl:""Remember our awkward conversation in my pizza mobile? Didn't that mean anything to you??"" On Declaring Your Love for Said Girl:""I've loved you ever since I destroyed your bike just so you'd talk to me!"" On Major Operations, ""Not that Big a Deal"":Real line (referring to the girl's upcoming abortion): ""Hey, it happens all the time. It's not that big a deal.""My line: ""Yeah, it's a simple coat hanger procedure!""(and later)Real line: ""I know dozens of girls who've done it!""My line: ""I've helped all the gals in the neighborhood. They call me Dr. Abortion!"" On Nerds at Parties:""Man, there's nothing cooler than sucking from a juice box with a straw! Aww, yeah!!"" On Fat Girls, Inconsistent Characterizations of:Real line: ""You know I have to be home by a quarter to 12!""(a minute later)""You said you had drugs! Where are they?""My line: ""I have to be home by midnight or my parents will kill me! So fu*k me in the a$$ and let's do some blow before they come home!"" On Choose Your Mate Carefully:(as our ""heroes"" scratch their balls after having sex with a promiscuous, older woman) ""Nothing's funnier than getting gonorrhea, eh folks?!""Skip this dreck and rent ""Fast Times at Ridgemont High"" instead. At least that one had Phoebe Cates"	0
Once again I truly benefitted from another Ellen Barrett workout DVD. Her cueing, instruction and professionalism show it. She knows how to turn what some consider a tedious plain exercise into a spot on fun, enjoyable and worth it workout!	1
I was very disappointed in the quality of this DVD.  I would not recommend anyone buying this DVD until the quality is back to that of a professional recording	0
I was just using this tape and ended it half-way through to write a review.  The cueing stinks and is frustrating.  I am just getting back into exercising after a few months off and have been using Firm tapes on and off for about 15 years.  This one seems effective but annoying because there is no cueing.  Stephanie changes moves constantly and just says the name of the move while she is doing and it is SO FRUSTRATING.  You want a work out where you actually work - not waste your time trying to read the instructor's mind and falling all over the bench! 	0
Timeless classic movie. 2 of the songs are frequently re-done by various artist	1
This is a fantastic movie! The acting is superb, and it keeps you guessing until the end. Nicole Kidman deserved her Oscar	1
This DVD was a total disappointment.  First of all, this video was a rip off of Baby Genius series, but without the production value.  Second, this video promises to introduce your child to fruits and vegetables and healthy eating habits.  To be fair, there are fruits and vegetables, but not so cleverly disguised in this video you will find dead and burned animals (grilled turkeys etc.) and rotten milk (in other term cheese), chicken period (eggs), ice cream ( I think it's a child abuse to feed your 6 month old ice cream!) and other non-fruit and non-vegetable foods.  This video shows a toddler chewing on a hunk of parmasan cheese that's bigger than baby's head!  I believe it is morally right to properly advertise your product and not misrepresent what your product has to offer, especially when it comes to offering children first look at health and nutrition.  I would NOT recommend this video for vegetarians, vegans, or other parents looking to teach their children proper health and eating habits.	0
This is definitely the best Ab workout. Working in a desk job,I kept gaining weight around the Ab area. After just two days of this DVD, I had results. It was incredible. The fat around my abs just kept shrinking andshrinking. I would recomend this to anybody. No matter how fit you are,there are four levels of difficulty. Practically anybody cando the first level. I do all four. Already I am seeing results.I hope he puts out more videos for upper body strength as well.Cannot stress how fast the results are. You will probably see results within a week	1
"This could have been an excellent documentary, but the makers of it decided to distort history rather than present it honestly. This is particularly true in the way it depicts Sparta as being some kind of Womyn's Power state which is absurd. Somewhat comically, the narrator enhances the story of Sparta by telling the story of its women which is quite trendy and also totally bogus. She tells us of laconic girls and their supposeed bi-sexuality. Hughes states that it would be a mistake to think of it as a ""feminist wonderland,"" but that's exactly what is implied. I don't know how these other reviewers missed all the laughable politicizing such as: ""Fighting wars is a soft option compared to going home to mother."" Yeah right! Unless of course, husbands who shave their wives heads and leave after inseminating them count as amounting to the progressive ideal.  Pretending people of the past had the sensibilities we do is disgraceful. To many counter-culturalists, history has no value if it is not used for the purposes of advancing a political program. Unfortunately, that is precisely what we have here in this spoiled work. As for Bettany Hughes, I agree that she is quite attractive, but she is an awful narrator as she at times is downright giddy. Hers is not the type of personality that should be discussing Sparta--I'll take Victor Davis Hanson any day over her. I recommend that you skip this one and look for something which quotes actual historians."	0
"Three discs, includes one insert per disc with episode info.What's On It15 30 minute episodesThree episodes from series 2: Municipal Election (2-6), 30th Anniversary (2-11), and On the Waterfront Again (2-19)Twelve episodes from series 3: Thursday Night (3-2), My Factory My Self (3-4), Death Motel (3-5), Play It Again Bob (3-7), Gaslight (3-8), Sammy Maudlin (3-11), Hollywood Salutes Its Extras (3-14), Irwin Allen Show (3-15), Big Brother (3-16), Two Way TV (3-17), Midnight Express Special (3-19), and Dick Cavett (3-24)ExtrasCommentary: Joe Flaherty and Robin Duke, Andrew AlexanderFeaturette: Looking Back With Andrea MartinFeaturette: The Mackenzie Brothers: Take off, Eh (CBC The Journal profile)Featurette: SCTV at the FirehallChanges1 Election: 2 30th Anniversary: 3 On the Waterfront: 4 Thursday Night: Closing credits music changed to Season 4 generic theme (obscuring Cronkite's rambling monologue) 5 My Factory: 6 Death Motel: Edna Hymbecker no longer sings Killing Me Softly 7 Play It Again, Bob: Closing credits music changed to Season 4 generic theme 8 Gaslight: 9 Sammy Maudlin: 10 Hollywood Salutes: Star Wars title music in Sneak Previews has been replaced; Hawaii 5-O theme music in Hawaii 5-Ho has been replaced; closing credits music changed to Season 4 generic theme 11 Irwin Allen: 12 Big Brother: 13 Two Way TV: The Cruisin' Gourmet has been replaced with Tex and Edna Boil from 3-6 (The Lone Ranger Show) 14 Midnight Express Special: Randy Newman's ""Pants"" has been replaced by generic music 15 Dick Cavett: Love Boat Deer Hunter promo is cut "	0
"Fyodor Dostoyevsky's Nineteenth century novella ""Notes from Underground"" and the plot of this twenty first century movie carry identical messages. The movie is an eloquent cinematic adaptation of the novel that gives Dostoevsky's central character a new breath of life from the modern day perspective.The movie attempts to survey the convoluted mind of a building inspector through a video-taped self confession. The psychological similarities between the character in Dostoevsky's novel and the building supervisor in the movie are uncanny. Both characters share a state of mind that is the epitome of a human condition where miserable anti hero attitude reigns through a heightened level consciousness and the rationality of everyday living through action is put to rest. The character in the movie who identifies himself as a ""sick man, a spiteful man"" lives his life in isolation by the drowning himself into the puddle of his own conflicting thoughts. He despises his friends and at the same time he seems eager to improve his relationship with them.  The character in the movie voluntarily creates unpleasant scenarios that trigger his eventual self demise. He often finds himself confined within the conflicting walls of his consciousness. He falls in love with a prostitute but at the same time he is utterly disgusted by her profession and tries to dominate her. By escalating the level of his thought process well above the habitual human awareness, the central character of the movie isolates himself from the crowd that Dostoevsky's narrator identifies as the ""Men of Action"". The building supervisor is paralyzed by the own consciousness just like the narrator in Dostoevsky's novel. Dostoevsky's novel and the movie helps us realize that the collective standard of self-consciousness that the society forces us to adapt through a methodical process of uniformity and conformity, has a negative side effect that is strong enough to paralyze our lives and inflict a profound sense of alienation in our minds.  "	1
"My objection was the implication that the ""stars"" played a part in the film.  I felt that the picture was completely deceptive. Ms Richards and Ms Hanna had less than 15 minutes (maybe a little more but not much and possible even less) and were clearly there to fool the viewer.  It was an interesting documentary about prostitution and it might have been an interesting and revealing film if the the stars had been left out and it was done only as a documentary"	0
driller killer has, without question, the best director's commentary of any dvd i have ever seen. although driller killer is a far cry from his second film &quot;ms. 45&quot; it is a classic. reno can't seem to buy a thrill. despite the fact that he lives with two bombshells he can't get his painting finished to collect for the rent. his agent's reaction to his finished painting is absolutely priceless. what's worse is that his landlord has allowed a punk band to move in upstairs, adding insult to injury. the band, tony coca cola and the roosters, play &quot;the grand street stomp&quot; a guitar riff that has a great driving force. this film really documents the viallge punk circuit at the end of the 1970's. conventions are borrowed from polanski's &quot;repulsion&quot; and cassaveetes' &quot;shadows&quot;. the handheld mingling with the street people of the period shows how filthy NYC was at the time. Lots of fun. Driller Killer was meant to be listened to loud	1
"Whether William Golding deserved Nobel Prize or not is still a debatable point, but it is true that he wrote one marvelous book, and its name is `Lord of the Flies.' But let's not talk about the differences between the book and the film for a while - because after all no one I am afraid can bring the multi-layered world of words onto the screen. Even those who loved the 1963 version would admit that. You can interpret the meaning of `Lord of the Flies' but who can really visualize it, or the imaginary conversations of Simon for that matter?The biggest problem of Harry Hook's new version is not the changes done to the film. The boys are American military school cadets, using dirty words frequently, but those parts didn't annoy me much. Real problem is something more essential to the film, which is storytelling. In short the 1990 film doesn't know what it wants to be. On the film's video cover you can read (and I quote) `this stunning adventure explores the deep dark corner of the human soul."" Well, not exactly.For as adventure story it lacks pace; the film always feels rushed and often needs better editing. As allegory it needs more distinctive personalities for each character. The conflict between Ralph and Jack should be clearer, and Piggy's role should be more than that of a whining fat boy. And don't forget Simon, who sees things, it is true, but definitely not those things that the film actually shows us.It is a pity that the cinematography is so beautiful. It could have been a perfect backdrop against which dark allegorical survival story would develop, opposite of optimistic tales of Jules Verne's adventure stories. By watching this film you can follow the story of the book, but find no tension or thought-provoking words in it.Balthazar Getty's feature film debut. And Lewis M. Allen, one of the producers of the film, had also produced Peter Brook version in 1963"	0
My 2 yr old son has watched this DVD again and again. He's not into cartoons, so the real life airplanes, trains, and buses suit him perfectly. 	1
"In America is a near perfect movie dealing w/ grief and learning to live again after tragedy. It is also about hope.The characters are engaging and each one is dealing with grief in their own way. They are all trying to find a new life literally in Amerca and figuratively w/ in themselves after a variety of tragedies and set backs.The only real downside I can note on this movie is that I would have liked a little more back ground on Frankie and Mateo but I think the movie tries hard to put you in the midst of these lives without arbitrary flashbacks.Besides, a great story the cinematograpy is well suited with its combination of views through a child's camcorder and closer scenes of the city and family life. I especially liked ths subtle way the camera shows the changing of seasons. If you want to enjoy a good story and a bit of tear jerker thent his is a must see. If for nothing else than the performances of ""Mateo"" and young ""Kristie."" Just amazing."	1
The main character came across as gay to me too. This movie is in no way realistic. The other reviewer is right about everything. It's a really cheap movie made by amateurs using plastic toy guns, the actors jerk the guns to make them look like they have a kick. The &quot;martial arts&quot; in the movie are weak and sloppy, there's no way that crap would actually work in real life. I don't even know why I bothered to watch the whole thing, I guess I just found the stupidity amusing. The cover makes it look like it would be a cool movie, unfortunately that's the only thing they put much effort into. I rented it from Block Buster too, they need to burn it. This movie looks like some kind of a high school project or something, like they had to make a movie to pass drama class	0
The Wolf Man Legacy set a no brainer.Like all the classic Universal Legacy sets the special features are worth the price alone. Jack Pierce's Make up and Wolfman Creation are still the best! This set along with Dracula and Frankenstein Legacy collections enables you to see the entire series in order as sequels to the inferior but still hard to dislike monster rallies they would end with. You still need Abbott and Costello meets Frankenstein to truely complete the series	1
"The overwhelming impression I get from this film is: wow, these guys are alive! They are not just making their way through a boring life, they're out there doing interesting things, doing cool stuff, having adventures & generally living their lives to the fullest. The ""they"" that I refer to includes just about everybody in the movie, from Paul Pena to the guys travelling with him to Richard Feynman to the Tuvans that Paul meets and befriends.The documentary gets hazy in spots (I'm still not sure of some of the Tuvan inter-relationships) but does a good job of establishing empathy with Pena, a blind man relying on others in a place far from home. The DVD extras are o.k., the interview with the filmmakers gave some backstory to the movie. I did not watch the film with the filmmakers commentary turned on; a commentary seems kind of contrary to the purpose of a documentary but I suppose you could get more factual info & technical details on the commentary"	1
"  THE TRANSFORMERS gets my vote as the worst movie of the 1980's.  It pains me to say this for I am a fan of the series.  It was a travesty to see Optimus Prime (the greatest of the Transformers) fall in battle and pass on the Matrix of Leadership to a successor (Rodimus Prime) who proved incapable of leadership.  Galvatron was a pathetic reincarnation of Megatron--he lacked the malevolent cunning of Megatron and behaved like a raving lunatic.  Why would a Decepticon warrior follow him into battle?  As for the new generations of Autobots and Decepticons introduced in the movie, they were forgettable.  It amuses me that ""fans"" are raving about the movie now yet they did not pay to see the movie when it was released twenty years ago.  THE TRANSFORMERS failed at the box office and I am glad it did.  As a fan, I was insulted.  Perhaps these other ""fans"" have allowed nostalgia to blind them to the ugly truth of this outrage.  "	0
This was a great DVD  I bought it for my husband and he loved it.  There were a few episodes that we never saw and the outakes were really funny.  I definately would recomend	1
Normally the prices on here are competative but I agree they're off base hereDeep Disciunt DVD is over $100.00 less for  this set and free shippingC'mon Amazo	0
great book, too bad the movie changes almost the entire story by leaps and bounds.  i was only half way through the novel when i bought the movie, almost didn't finish reading it.  they must have paid the author alot to destroy what could have been an epic film.  on a brighter note i agree with the other reviewors that saphira's voice was right on, and while the movie character of Brom was fully wasted, jeremy irons did a fine job.  i look forward to starting the next book, but will skip the next movie. 	0
This is the dumbest, most predictable, horrible waste of time i've ever ever seen.  This movie tried very very hard to be funny and simply wasn't.  It took a pretty good idea and butchered it by cliche jokes and feel good high school humor that's supposed to encourage all of us angsty youngings to go to europe, drink, and copulate with any random gorgious blonde that happens to walk past us.  After watching this movie I felt incredible stupid and regret being apart of a culture that could make such main stream trash.  my only hope is that our european friends didn't seen this for it would most certainly cause an international incident	0
"If you want to see Lena Heady's breasts exposed, this is the film to watch.  But besides the numerous unnecessary topless scenes (which aren't too bad) this film is very intriguing...the human spirit tries to break through walls of addiction, frustration and isolation... now isn't that what a ""suspense"" drama should be about"	1
"Really not worth the effort to find it, even if George MacDonald Fraser was involved with the screenplay. The producers chose the ""least best"" of the Flashman novels to adapt, they cast the wrong actor to play the role, and they reduced the whole story to a bawdy, not-very-funny, slapstick comedy. Don't bother searching for it. True Flashman fans will be disappointed"	0
i saw this for a good price.  i checked for reviews.  there were all theese great reviews. whatever!  the movie has pretty much no action.  the sound video actin is good, but its lonnggand sloowww.  there was some good nudity.  that is the only thing keepin me from totally considering this as a loss. ok movie jus dont expect action jus anticipate the nudity cause that is the only thing interesting besides the falcon in this movie. i love falcons, so there you go.  i think of it as good enough to keep thats it. maybe ill pop it in to watch a long slow movie with a girlfriend. take this as the downside reviewso all theese other reviews don fool you into thinking this movie is all tha	0
I'll start out by saying that I prefer the Jason movies.  I think the whole body count is a fun way to watch a horror movie.  The Freddy movies are good horror movies, but they're not really slashers like I thought they would be. - A Nightmare on Elm Street - A great, classic horror movie by Wes Craven.  He creates good high school characters, although trying to prove that they're only 15 years old is a little far-fetched.  Freddy is more horrific and scary, he doesn't say much.- A Nightmare on Elm Street 2: Freddy's Revenge - They were asking for it when they completely changed the style and rules of Freddy in this sequel.  Many will disagree, but I don't think it's a bad movie, it's just very dark and horrific.- A Nightmare on Elm Street 3: Dream Warriors - Definately a step up from Part 2.  It goes back to the roots of the original film and brings back Nancy, who is now studying dreams and sleep in a mental hospital.  The style brings us back to the original movie with the same rules and objectives.- A Nightmare on Elm Street 4: The Dream Master - Decent entry in the series carrying over characters from #3 and introducing all new characters.  The story doesn't flow as easily this time around and it's a step down from Part 3, but still good.- A Nightmare on Elm Street 5: The Dream Child -Stephen Hopkins' visual style makes this the best sequel in the series.  Freddy is hilarious and the special effects are great.  The story is more interesting than Part 4 and the characters have matured since that movie which is good.- Freddy's Dead - The Final Nightmare - Cheesy storyline trying to tell us that in 10 years there will be no kids left in an American town?  Rachel Talalay thinks the 3-D effects in the film are lame, but not that story element?  If it weren't for the interesting backstory on Freddy, this wouldn't be a good movie.- Wes Craven's New Nightare - Wes Craven did succeed in making an interesting and well made horror movie here, but it is a little strange to include it in the rest of the series.  Better watched on its own and not consecutively with the other movies.- Nightmare Encyclopedia - Alot of interviews that aren't edited very interestingly make for a decent special features disk.  It's good to see that these interview aren't self serving at all and they're completely retrospective, it would've been nice to hear more from Heather Langenkamp, or possibly Johnny Depp?This is a great set for extreme fans and a good set for casual fans.  I'm a huge fan of the Alien series and a pretty big fan of the Predator series, but not as much as Alien.  I would say that I'm now a huge fan of Jason and a good sized fan of Freddy in comparison to Alien/Predator.  I do recommend these movies, but this enormous box with annoying cardboard cases is outdated for today	1
Arturo Bandini (Colin Farrell) arrives from Colorado to Los Angeles. He is an aspiring writer who is getting down to his last nickel. He prays for inspiration to find another interesting story to write.  He meets a mexican waitress, Camilla (Salma Hayek) in a cafe and they just don't like each other, or do they?  Finally Auturo hits the mother lode. A letter he wrote has been changed into a short story for publishing along with a handsome paycheck.  It is just enough for him to buy a new suit outfit, a few suppers and pay the rent for a while.  Arturo is a very well mannered man, but keeps meeting these strange characters that get him all wrong.  Plays like film noir. The cinematography of 1934 Los Angeles is wonderful.  Colin Farrell and Salma Hayek in the moonlit ocean was breathtaking.  Colin Farrell perfected his American accent.  Very tastefully down skinny-dipping scenes and beautiful to watch.  AH! Give Colin a break. The water was cold.DVD includes Audio commentary, making of..., theatrical trailer	1
