text	labels
I got this book when it first came out and read it straight away.I absoloutely loved it and highly reccomend it.Lief is trying to be a great ruler, but can't, not with the famine and death in Deltora.But with a perilious map, our heroes set out to destroy the four sisters that are causing the deaths in Deltora.An exceptional addition to the previous books and is reccomended to fans who want a little more adventure in their reading.Well done Emily Rodda!I like this book as much as all the others, this is the best Deltora series and I say it proudly, but after all, Deltora Quets hasn't finished, not yet	1
"After reading the delightful Charlie and the Chocolate Factory, this sequel was an absolute let-down. The novel begins with the great Glass Elevator breaking through the ceiling of Charlie's (formerly Wonka's) chocolate factory and rocketing into orbit around the Earth. While beyond the reaches of Earth's atmosphere, our heroes---Charlie, Grandpa Joe, and Mr. Wonka---must deal with the malleable and voracious Vermicious Knids (pronounced ""K'Nids""), aliens which resemble unfrighteningly hostile figs or turds with eyes. Far worse than these beasties, though, are the insufferable old folks whose twenty-year stint in their shared bed has made them less than useless. Charlie, Joe, and Wonka, with no help from Charlie's folks or other grandparents, save themselves and a US spacecraft from the clutches of the Knids and return to the Chocolate Factory, where the old timers stupidly overdose on youth pills, returning them to infancy or beyond. Charlie and Wonka race around trying to help these ancient parasites, who respond to this assistance with the thanklessness the reader comes to expect from these oldsters. At the end of the novel, the geriatric brigade finally leaves the bed when they have a chance to meet the President.In short, these three are the most tedious, spiteful, unredeemable characters I've come across in children's literature and I hoped that they would be eaten by the Knids or the Gnoolies or even the Oompa-Loompas as I read this book. As it is, they (unlike the awful kids in the Chocolate Factory) learn no lessons and persist in their curmudgeonly parasitism from the first page to the last. Their presence throughout the novel rendered it a chore, rather than a joy, to read.    "	0
Poorly written and not edited. It will confuse you more that help you	0
Having been a fan of Antonia Fraser for many years, I highly anticipated her biography of Queen Marie-Antoinette, but have been very disappointed in that she often chooses the sensational over the factual. She depicts Marie-Antoinette's mother Empress Maria Theresa as heartless and calculating for sending her daughter to France at age 14 to get married, but arranged marriages were the norm; the empress was not doing anything out of the ordinary. What startled me most is that Fraser not only insists on Antoinette having an affair with Count Axel von Fersen, of which there is little concrete evidence, but goes onto maintain that Axel used condoms to keep the queen from getting pregnant. It seems to me that Marie-Antoinette loved children so much; she came from a family of sixteen where children were valued and her more liberal sister Caroline went on to have eleven children or more. She was also a devout Catholic and using such devices were unthinkable, unless one was a prostitute or dealing with prostitutes. In this case Fraser is applying the morals of some British aristocratic ladies to a queen of France. If Marie-Antoinette had been caught in adultery, it would have been considered treason; she would have been sent to a convent and had her children taken away from her. With all of her enemies at Court, that was not a risk she would have taken, if she had been so inclined. On a smaller scale, Fraser makes ridiculous assertions about Marie-Antoinette dyeing her hair - in all the pictures that I have seen of her, her hair looks grey from either powder or premature age; I have never read any first hand accounts of her dyeing it. Not that that is a big deal; but it makes me wonder where Lady Fraser's life ends and where Marie-Antoinette's life begins. I found it offensive that at the end Fraser interprets Marie-Antoinette's death as some kind of sacrifice for the cause of democracy, when she believed in monarchy and wanted her little son to be king. Especially, since Marie-Antoinette's murder was followed not by democracy but by dictatorships and Napoleon crowning himslf emperor. Sadly, there is a lacuna of decent biographies of the queen in the English language. One can only hope that the works of Bertieres, Chalon, and Delorme will soon be translated and published in English. Fraser's book does have some interesting details (aside from those which flow from her imagination) and it is much more sympathetic to the queen than Lever's travesty	0
This is a very interesting book, particularly on the early restrictionists. It gave me a new perspective on why Americans restricted immigration in the early 20th century, and gave me historical insight into today's immigration policy crisis	1
American Pastoral was repetitious to the Nth degree. I read the Human Stain a few years ago, and it was good.  But, in Pastoral, the reader is put through a zillion permutations of possible dialogs between the Swede and a psychoanalyst, and between his daughter Merry and a psychoanalyst, but absent the psychoanalyst: Roth is our psychoanalyst. What he misses, however, is that we simply have to realize that interpersonal dynamics are sometimes beyond our control. The Swede never failed as a father; rather, he failed because he couldn't let go of his sense of responsibility for her	0
i dont agree with the previous reviewer at all. my kids love everything in this book and if i find enough time i want to make every single toy. they are not scary looking at all. if you like knitted babes by claire garland, you ll love this one. there are 5 themes in this book: enchanted land: Princess and castle fairy dream: fairy and baby, flower pillow, unicornwild trail: cowboy and mustangset to sea: pirate and ratty, dinghymagical waterworld: Mermaid, fish, seahorse and crab, dolphinthere are also pages on knitting, crochet and stitching basics. this is probably not a book for a beginner, but if have some experience you ll want to get your needles, hooks and yarn and just get going. i can only recommend this one. 5 stars!!!	1
Lovers of Mr. Rochester beware - in this, his second book of literary puzzles, John Sutherland turns his considerable powers of literary analysis towards, amongst other things, undoing the good reputation enjoyed by Jane Eyres brooding hero. Bronte fans, brace yourself for some idol-smashing. As in his first book of devoted to literary head-scratchers (the wonderful Is Heathcliff a Murderer?), Sutherland here sets himself out to answer some of Western literatures most intriguing questions. Though you might not always agree with some of the conclusions Sutherland comes to (we have to have a talk, he and I, about Mr. Rochesters moral integrity) as a writer he is always witty, as a thinker always innovative, and as a guide through literatures most baffling conundrums, always genial. Buy this book and I promise not only will you learn something (and, if youre anything like me, get into some very heated debates with fellow literature lovers about Jane Eyres prospects for bliss, etc.) - but youll also have a heck of a lot of fun	1
"      What is remarkable about this onetime best-selling book -- which could well be described as a coming-of-age-without-coming-of-age novel -- is not that Fitzgerald produced it when he was all of 24.  Nope, the amazing thing here is that the same writer produced ""The Great Gatsby"" a mere five years later.         ""This Side of Paradise"" is a mess: it is as uneven, affected, feebly pretentious and relentlessly immature as its hero, the tiresomely self-conscious young Minnesotan-gone-to-Princeton Amory Blaine.  (One suspects, in fact, that had Fitzgerald abandoned his muddled third-person narrative altogether and rendered the work instead as Amory's diary the result would have been considerably more readable -- or the book's structural and methodological flaws considerably more forgivable, at least.)       That the novel was a roaring success upon publication in 1920 -- it was to prove the most popular book, in terms of sales, ever produced by its author -- presumably speaks to the public's recognition of something new and revealing in it.  Okay, Amory Blaine may well have been the original Jazz Age prototype; and the drinking and shameless smooching (etc.) that he and his prep school and Princeton friends indulge in at various points in the novel were probably, one can accept, a revelation to see in print (and likely a titillating one) for an American audience raised on McGuffy's Readers -- and ready for some sort of Great Departure after the Great War.  Welp, here it comes:       ""On the Triangle trip Amory had come into constant contact with that great current American phenomenon, the `petting party.'       None of the Victorian mothers-and most of the mothers were Victorian-had any idea how casually their daughters were accustomed to be kissed."" To the reader at a remove of some 80-plus years this is, of course, very small beer.  What was alarming frankness in 1920 tends to read now, in the best cases of the Paradise narrative, as unalarming quaintness. While this is not exactly Fitzgerald's ""fault"", so to speak, it is also true that the use of ""shocking revelations"" of this type -- scandals specific to a place and time -- represents a risk a writer takes: the march of history may or may not reveal something lasting and/or universal in such episodes.  In any event, the price the reader pays here, in slogging through the meandering narrative which surrounds Amory's adventures in quaintness during the nascent Roaring Twenties, is very, very high for payoffs of such modest proportions.  I mean, come on: ""For years afterward when Amory thought of Eleanor he seemed still to hear the wind sobbing around him and sending little chills into the places beside his heart.  The night when they rode up the slope and watched the cold moon float through the clouds, he lost a further part of him that nothing could restore; and when he lost it he also lost the power of regretting it.  Eleanor was, say, the last time evil crept close to Amory under the mask of beauty, the last weird mystery that held him with wild fascination and pounded his soul to flakes.""Yikes.  I don't care what New Generation you're talking about, can a flake-pounded soul really represent much of an innovation to anybody?  (Can it represent ANYTHING to anybody?)       There are things to like, even admire, here and there in Paradise.  Fitzgerald gets off a few of the wonderfully epigrammatic lines that were to become a trademark (e.g., ""They slipped briskly into an intimacy from which they never recovered."" ""Sometimes I wish I'd been an Englishman; American life is so damned dumb and stupid and healthy."" ""It's better to leave the blustering and tremulo-heroism to the middle classes; they do it so much better."")  And the political incorrectness of some of the narrator's observations is, in its now-curious way, refreshingly, bracingly funny: ""Slowly and inevitably, yet with a sudden surge at the last, while Amory talked and dreamed [which is about all Amory ever does-MHT], war rolled swiftly up the beach and washed the sands where Princeton played.  Every night the gymnasium echoed as platoon after platoon swept over the floor and shuffled out the basketball markings.  When Amory went to Washington the next weekend, he caught some of the spirit of crisis which changed to repulsion in the Pullman car coming back, for the berths across from him were occupied by stinking aliens-Greeks, he guessed, or Russians.""Nothing like a little wretched refuse to remind you there's a war on, I always say.         Anyway, most of the novel consists of young Amory's elaborate ponderings -- romantic, philosophical and egotistical -- which are as forgivable as they are forgettable.  I've forgotten them already. At some level, in any case, Fitzgerald himself had to recognize the ridiculousness of this pompous character -- who was, of course, a not-very-disguised version of himself.   For how else, if not as commendably self-deprecating irony, are we to take this observation? ""Amory was in full stride, confident, nervous, and jubilant.  Scurrying back to Minneapolis to see a girl he had known as a child seemed the interesting and romantic thing to do, so without compunction he wired his mother not to expect him, and sat in the train and thought about himself for thirty-six hours.""       In the end, in any event, one comes back to the initial Fitzgerald vs. Fitzgerald comparison with something like gaping wonder.  In Paradise almost nothing works: form, content, narrative stance, dialogue, character development, pacing -- you name it, it's a problem.  Yet in Gatsby, five years later, everything works -- everything.  If there is to be a Great American Novel, it will have to supplant Gatsby for the honor.  While it is hard to see how Fitzgerald got from point A to point B, the fact is that he did -- and without point A the journey could not have begun. So while ""This Side of Paradise"" hardly deserves a place in the national literary canon, it surely deserves our respect, and indeed our gratitude, for what it led to."	0
"The language, the words, the concepts, the illustrations, the points he brings out, everything in this book is beautiful. The metaphors he will use to get a certain point across, is brilliant, simple, creative, nimble; he dances around philosophical discussion with grace. He explains relativism, and absolutism, quite well, and puts you in the crossfire, to make up your mind; he shows you, but doesn't tell you; he offers you; he willingly gives you; The Truth.	Buy this book"	1
This book was great.  It read well and never was too slow.  It was fair to both sides of the war and the leaders who fought the battles and planned the campaign.  It was complete in that it discussed the men, tactics, weapons, and terrain in the southern campaign.  Not only was this book a great souce for the southern war but it also gave good insight into the revolutionary war in general.  If you're interested in this topic and want to increase you're knowledge of the southern war, get this book.  It's informative as well as pleasing to read	1
"After talking to several pharmaceutical reps I know, I decided to shoot for a sales rep job myself. This book gives some very good insight into what it takes to land a job in the industry, what kind of people you'll be dealing with, what the hiring pricess is like (with particular emphasis on the interviews), and then what the job is like for people who manage to get hired. I'm very glad that I took the time to read this book because, after finishing it, I realize that being a pharmaceutical sales rep sounds like one of the most horrible careers imaginable. Obviously this is simply my own opinion, and I know there are plenty of people out there who enjoy this kind of work, but nearly every single thing about it, from the superficial way applicants are screened, to the shameless pandering that sales reps must do on the job, sounds simply awful to me. If you are considering a career as a drug rep, you should definitely do your homework to make sure it's really something you would enjoy. This book may very well convince you that you would love it. If so, that's great, and I hope you are successful. But if this kind of work is not right for you, this book can be equally helpful because you'll find out by reading it what the job is really like.  There are a lot of books on this subject on the market right now, and although this one was helpful, I have to say that I think Insider's Guide to the World of Pharmaceutical Sales by Jane Williams is far more comprehensive and detailed than this one. If you only buy one book, definitely buy that one instead. But if you buy two books, Pharmaceutical Landing is a good second choice.One more thing: There's some sweet irony about this book that I just have to report. The author goes to great lengths describing how he scrutinizes every single thing about job applicants, from their shoes to their body language. He also stresses well-written resumes and cover letters. One obvious piece of advice is that job applicants spell check everything before submitting it. Imagine my surprise, then, when on the very next page it says candidates should ""...right a short paragraph..."" about their job experiences. It seems to me that someone who is going to be as critical as this author is about job candidates ought to take the time to spell check his own book"	1
Angela Davis stands in my perspective as one of the most accomplished women of the postmodern era. This autobiography draws from her childhood to her young adulthood. Her account of prison life offers an unsentimental analysis of the sexual habits of women in prison. One factor that prevents me from giving this memoir a 5-star is her abandonment of her personal life as a woman. She focuses entirely on the black power movement. In closing, this memoir can offer women the strength to fight injustice but encouraging them to first empower themselves	1
"I agree with the other reviewers. This book is outstanding. If you enjoyed such books as ""The DaVinci Code,"" ""Angels and Demons,"" etc., you will enjoy this one.Bravo to Tess Gerritsen. I am never disappointed with any of her works"	1
Private Investigator Kinsey Millhone is back again in this fourth installment of Sue Grafton's alphabet series.  This time she is offered a fee to give a $25,000 cashier's check to a young man named Tony Gahan.  The check for the fee bounces and Kinsey is now looking for the man who gave it to her, plus the young man she is to give the cashier's check to.  Everything she finds out about her client is bad.  He is a drunk, who has killed several people in a car wreck, and appears to be a bigamist.  When he is found dead, Kinsey has plenty of suspects including survivors of the dead motorists and two angry wives.  This book is written in Grafton's usual breezy style, and Kinsey becomes more independent and more likeable with each book.  I would recommend the whole series to mystery-lovers	1
"Bob Quinn is definitely one of the most profound writers on change in this era. But his work is not for the faint of heart because he challenges each of us to start change initiatives in the place we'd least like to go -- inside ourselves. I found this an incredibly powerful book. I've used sections of it with my ""change management"" classes for several years and I know it has a tremendous impact on students, who like most managers have grown up unconsciously believing that change always needs to start with the other guy. If you want a simple formula for change, don't buy this book. Although it is full of practical, actionable ideas, ""Change the World"" addresses change at a profound level that asks readers to reflect seriously on what they stand for. It's a very difficult but rewarding assignment"	1
Please be aware that this book contains very explicit information about every topic of sexual nature. Read this book yourself before giving it to your child. It discusses oral sex, anal sex, how to use and purchase condoms, masturbation (for girls and boys), etc. When the author discusses Exploring Your Own Sexuality, she says that if she had known about masturbating sooner she would have straighter teeth, as she would have stopped sucking her thumb. The cover of this book gives no clue to the depth of information covered within. It is in no way appropriate for a girl under the age of twelve. For many parents even the age of twelve would be inappropriate	0
I bought this book before my first trip to Austria. I had a sinking feeling while reading it that it was mostly a pastiche of unusable generalizations. That turned out to betrue. What shall we do with a paragraph that tells us thatAustrian women are strong-minded and independent and organize their homelife well, although many go to work?This book might have some value for a person who had neverleft their english-speaking homeland before and needed to be warned that people are sometimes naked in the saunaor at the beach. It also provides some amusing anecdotesabout language (especially viennese) and useful info about festivals.Mostly, though this book was good for reading aloud toAustrian friends. I would quote it as an iron-clad authority when their behavior didn't quite match the book's version and thereby amused them tremendously.--Lynn Hoffman, author of THE NEW SHORT COURSE IN WINE andthe forthcoming novel bang BANG from Kunati Books.ISBN978160164000	0
The Sunday Philosophy Club, and the other 2 titles in this series by John McCall Smith, are everything the fans of Mme Ramotswe would hope they would be. Leaving Botswana was hard, but now we are in Edinborough Scotland, and Isabelle Dalhousie is as wise and vulnerable and real and wonderful as her African predecessor.  It is a miracle that a man can write his women characters so believably and so lovably. It is another miracle that anyone can write such absorbing, cozy, engrossing books. This is good literature and good fun. The Sunday Philosophy Club along with Friends, Lovers,Chocolate, and the more recent The Right Attitude Toward Rain, are too wonderful to miss. Welcome to Scotland	1
"Seems amidst the turbulence and brouhaha of that James Frey fiasco, anybody who now pens their auto-bios have to first be as famous and beloved as Billy Crystal.  But then they can only put out the cotton-candy Coney Island fluff as '700 Sundays' is.  Granted, the book is based on Crystal's highly-praised Tony Award winning theatrical performance about time with his father and relatives when growing up during the 50s et al.  But it's nothing more than an appetizer to fill in and/or tide one over during the day and night Kaddish.  Yet in ripping a page out of Billy's book, it's not hard to imagine how that rapid-fire exchange between him and his agent went.  It probably went something like: ""Hey, bubby, how about writing a book talking about your 700 Sundays with your pop?""""Well, I'm not a writer per se.  I just jot down a few notes here and there, and then go out and perform the material on stage.""""So here's a few blank pages of paper; write down what you have.""""It'll only be 45 maybe 50 pages at most; and it sounds and looks much better than it reads.""""Don't worry, bubby, I know people who know people who...you get the idea...at the publishers.  Here's their recipe: They'll take your 50 wholesale pages and spread `em out across 180 retail pages.  'How?' may you ask!  Well, they'll cut `em in half, then cut `em in half again.  And using big ink letters so even grandmas can read it without their glasses; surround it by a whole lot of white space; toss in some pictures at different angles from your family album -- Slap it all together between two hardcovers...It'll be just fine.""""Yes, but...""""Don't worry.  Consider it like a vintage bottle of Mogen David 20/20 wine, aged a few months before it makes it to the shelves of your favorite corner liquor store hangout.  In this case, the local bookstores.  Oh, and make sure you give `em just enough to whet their taste buds; leave `em wanting more and thirsty for more.  People'll drink it up.""""Yes, but...""""Don't worry, Face.  Everybody loves ya.  Just toss in a few tidbits from your routines about Satchmo and Mantle, you'll be all right.  Don't forget now, we've got the sequels all lined up for ya too. Y'know `700 Mondays;' then `700 Tuesdays' and so on.  Yes'sir, I can see it all now:  We've got the lock on all those 700 days of the week shtick.  Oh, and we'll do some holiday editions too, starting with `700 Hanukkahs!'""You're still friends with that kid, Adam Sandler, back from your SNL days, aren't ya?!  Yes, so we'll get you and him together to come up with new lyrics to that Hanukkah song of his.  It'll be a great collaboration.  It's good to pass down the ladder to them other kids climbing up once you've made it. Y'know God blesses and doesn't forget those things by them who do.  Yes, ok, so we'll go ahead from there and do `700 Passovers!'""And it'll be an annual event too, dont'cha know.  Just think, when people see Chuck Heston...may God keep a special place in heaven for him...when people see Chuck Heston and The Ten Commandments, they'll be thinking about you too, Billy.  Yes'sir, we'll have em crying and laughing every year on Passover, you'll see.""Oh, and holy of holies, out of the deal we'll get `700 Yom Kippurs!'   You'll see.  But this will be only for our people, Billy, you understand.  So you might have to dig deep to get material for it.  But that's what authors do, they dig deep.  But you already knew that, right?  Can you dig it, man?  I knew that you could.""Yes, but...""""Don't worry, Face, everybody loves ya!  Your books don't have to be earth-shattering or thought-provoking or anything like that.  But hey listen, with a book deal, a books-on-tape deal, and who knows even a movie deal, we'll turn your little leaden bits into golden nuggets.  Mark my words we will. ""And say, since you haven't had a hit movie in awhile...no offense...we're going to get Martin Scorsese to produce and direct your life story.  Yes, it'll be something like 'Pinch Me I'm Still Jewish: The Billy Crystal Story' in widescreen and all that jazz.  It's what everybody in Hollywood's doing right now.  Yeah, no use waiting until your dying or dead already, Billy - God forbid.  No, siree, bubby!!  ""So Scorsese will do the movie on the cheap, because God knows the man deserves an Oscar already.  You know it, I know it, we all know it, Billy.  And not just an honorary or lifetime achievement either, but the really big one, see!  And just imagine, wouldn't it be something if you were hosting the awards ceremony and handed Marty his own Oscar?!  Yes, well, we can schmooze on about all this stuff later.""But for now, with the books and everything, you'll be a one-man franchise, yes you will!  You'll be on the New York Times Best Seller List from now until forever!  It'll be great!!""""Yes, but...""""Oh and well, I didn't want to say anything just yet, but, okay, here goes: There might be plans to expand everything too!  Listen, bubby, I know somebody who knows somebody who...you get the idea...over at the networks.  ""We can do a little Chris Rock in the neighborhood sort of thing.  We'll put a kid who looks and acts like you - about as tall as you - into the neighborhood that you and your family lived in, see.  ""And it's going to be a period piece too!  We'll introduce all the new kids to the stars of yesteryear -- y'know, Cantor, Jolson, Jessel, Durante!  Throw in some goniffs and shiksas that the cast can work off of every week -- It'll be fun!  ""Chris Rock is great.  But you can be greater too.  Listen, Face, we'll make it a celebration.  Something like 'Growing up Mazel Tov!'  Maybe we get 700 shows out of it.  Maybe less, maybe more, but people will still love it anyway.  You'll see!""""Yes, but, well, I'm not really a writer/author.  I'm an entertainer, so why would I want to do any of this?""""We could make a couple of dollars!""""Okay. I'm in!""And so it went and so it goes.Final analysis: A So Not Looking Mahvelous, Better Luck Next Time, With All Due Respect, Sadly Not Recommended Book. "	0
Too much wrong information in the text. Photo captions = hit or miss.  Altogether: unreliable. Take your needs elsewhere	0
"I have listened to a bunch of Dean Koontz books. While listening to the second one I saw so many similarities, which really turned me off. And this flaw continued which each book I listen to, which caused me to be reluctant to buy this book. However, most of the stories were pretty good so I stuck with him.  This is not the case with this book.  ""Cold Fire"" is absolutely horrible.  I so regret purchasing this book.  It is so bad that I have decided to swear off Dean for looooooooong while.Just on a side note, ""The Bad Place"" is the first DK book I read and it was very entertaining."	0
"WOW, WOW, WOW. Get this book! This has (just about) everything you need to be professional. The only thing I didn't like is that most of the resources listed were geared to NYC residents, but there was good direction as to how to locate similar services in your area. I especially liked the opening that deals with how artists are helping to perpetuate their own ""starving artist"" myth, and the ways to stop that. It made me realize that I am the one standing in the way of my own success! Well, no more--thanks to Caroll--I am taking all of the steps listed. I wish my graduate school had this information available"	1
Before getting this book, I knew the advantages for shooting with the raw file format, but dreaded the workflow issues associated. Bruce's book changed all that and now I can't wait to shoot using raw more often. Not only did Bruce throroughly explain the advantages of using RAW, but he also tells you where Adobe Camera Raw works better than Photoshop, where Photoshop works better than ACR, and how to automate a few of the functions to improve your workflow dramatically. I can't begin to explain how much time I now save when processing raw files.It's not a long book, but I have to say it has been one of the most helpful Photoshop books I ever bought. I'll never use my camera's native raw software again	1
Do you know how clever Alan Trachtenberg is?  I mean, do you really, really know?! Because if not, this book is for you.  Trachtenberg's book is only superficially about Indians or Americans, it is about the obscure conections he can draw between unrelated things--because he is very clever, you know. In so far as this book has a thesis, that it is it	0
I love to read great books like BRAVE NEW WORLD by Aldous Huxley or FAR FROM THE MADDING CROWD by Thomas Hardy. I love THE AENEID by Virgil, THE ODYSSEY by Homer. I read both long versions of LES MISERABLES and THE HUNCHBACK OF NORTE DAME by Victor Hugo. I read THE RISE AND FALL OF THE ROMAN EMPIRE by Gibbons and gained much knowledge from doing so. I LOVE TO READ.But GREAT EXPECTATIONS was a GREAT DISAPPOINTMENT! I was somewhat amused until chapter ten where I felt the book became psycho-babble. I was also disappointed in TALE OF TWO CITIES. I could not endure the first two chapters! Dickens did a fine job on THE CHRISTMAS CAROL. But I will NEVER read another of his books	0
